iter	Passed	Remaining
404	8166	42243
405	8184	42210
406	8202	42181
407	8221	42153
408	8241	42133
409	8257	42091
410	8272	42046
411	8288	42006
412	8303	41962
413	8320	41925
414	8341	41907
415	8359	41876
416	8378	41853
417	8396	41822
418	8413	41785
419	8430	41751
420	8451	41734
421	8467	41695
422	8484	41660
423	8501	41624
424	8519	41595
425	8539	41574
426	8558	41547
427	8574	41511
428	8592	41481
429	8610	41451
430	8629	41424
431	8645	41386
432	8662	41352
433	8681	41328
434	8700	41303
435	8720	41282
436	8737	41246
437	8754	41213
438	8774	41192
439	8791	41159
440	8809	41132
441	8840	41162
442	8867	41176
443	8894	41188
444	8923	41208
445	8950	41218
446	8972	41207
447	8992	41189
448	9012	41169
449	9035	41162
450	9058	41153
451	9080	41142
452	9102	41132
453	9126	41129
454	9146	41110
455	9167	41091
456	9188	41077
457	9205	41044
458	9225	41022
459	9243	40991
460	9259	40955
461	9279	40934
462	9296	40898
463	9314	40870
464	9332	40841
465	9353	40824
466	9370	40792
467	9387	40757
468	9405	40729
469	9425	40711
470	9442	40674
471	9458	40640
472	9476	40611
473	9495	40588
474	9513	40558
475	9534	40540
476	9553	40515
477	9569	40479
478	9586	40448
479	9604	40420
480	9623	40395
481	9642	40369
482	9660	40342
483	9679	40318
484	9696	40284
485	9713	40254
486	9729	40217
487	9746	40184
488	9763	40152
489	9783	40133
490	9810	40140
491	9835	40142
492	9858	40135
493	9882	40128
494	9903	40115
495	9925	40100
496	9947	40089
497	9970	40083
498	9999	40097
499	10024	40096
500	10044	40079
501	10062	40051
502	10086	40043
503	10109	40038
504	10129	40016
505	10148	39993
506	10165	39960
507	10183	39932
508	10201	39902
509	10222	39885
510	10238	39853
511	10257	39828
512	10274	39798
513	10292	39769
514	10307	39728
515	10324	39696
516	10346	39686
517	10364	39656
518	10381	39624
519	10398	39593
520	10415	39562
521	10434	39538
522	10454	39519
523	10472	39491
524	10487	39454
525	10503	39419
526	10519	39383
527	10535	39349
528	10552	39319
529	10570	39290
530	10592	39277
531	10609	39246
532	10627	39219
533	10643	39185
534	10662	39160
535	10679	39133
536	10699	39111
537	10716	39082
538	10735	39058
539	10752	39027
540	10771	39003
541	10789	38976
542	10813	38971
543	10838	38972
544	10863	38969
545	10887	38962
546	10913	38963
547	10941	38972
548	10964	38964
549	10986	38950
550	11008	38937
551	11030	38924
552	11049	38902
553	11072	38895
554	11096	38889
555	11119	38879
556	11139	38858
557	11158	38834
558	11176	38808
559	11195	38783
560	11213	38758
561	11231	38731
562	11248	38699
563	11265	38669
564	11283	38644
565	11305	38631
566	11324	38607
567	11341	38577
568	11361	38557
569	11381	38537
570	11401	38517
571	11419	38490
572	11436	38460
573	11457	38445
574	11474	38414
575	11493	38392
576	11514	38374
577	11530	38343
578	11546	38310
579	11562	38276
580	11579	38246
581	11597	38220
582	11616	38195
583	11634	38171
584	11652	38143
585	11669	38116
586	11687	38089
587	11710	38078
588	11729	38055
589	11748	38031
590	11778	38044
591	11802	38038
592	11823	38023
593	11849	38022
594	11875	38020
595	11895	38002
596	11920	37999
597	11942	37983
598	11970	37988
599	11993	37980
600	12013	37960
601	12035	37946
602	12056	37927
603	12077	37911
604	12098	37894
605	12116	37868
606	12134	37843
607	12153	37819
608	12172	37795
609	12191	37772
610	12207	37742
611	12224	37712
612	12242	37687
613	12262	37665
614	12278	37635
615	12294	37600
616	12312	37574
617	12332	37555
618	12350	37531
619	12367	37501
620	12384	37473
621	12401	37445
622	12419	37417
623	12439	37397
624	12457	37371
625	12473	37342
626	12490	37313
627	12508	37286
628	12525	37256
629	12544	37234
630	12560	37205
631	12577	37174
632	12597	37155
633	12614	37127
634	12633	37105
635	12653	37085
636	12672	37063
637	12691	37040
638	12708	37010
639	12725	36983
640	12744	36960
641	12763	36937
642	12783	36917
643	12804	36901
644	12826	36887
645	12851	36883
646	12872	36867
647	12900	36869
648	12923	36860
649	12952	36865
650	12975	36853
651	13000	36847
652	13025	36842
653	13048	36832
654	13072	36822
655	13094	36807
656	13113	36786
657	13133	36765
658	13153	36745
659	13173	36726
660	13190	36699
661	13209	36675
662	13228	36651
663	13248	36634
664	13268	36613
665	13287	36590
666	13307	36570
667	13326	36546
668	13342	36518
669	13359	36488
670	13377	36464
671	13395	36440
672	13413	36414
673	13429	36382
674	13444	36350
675	13462	36326
676	13481	36303
677	13500	36281
678	13517	36251
679	13534	36223
680	13549	36191
681	13566	36165
682	13584	36138
683	13605	36121
684	13622	36095
685	13640	36069
686	13659	36047
687	13681	36033
688	13701	36012
689	13719	35989
690	13736	35962
691	13754	35937
692	13772	35911
693	13797	35905
694	13823	35900
695	13849	35898
696	13871	35883
697	13899	35883
698	13925	35878
699	13949	35869
700	13974	35863
701	13995	35846
702	14018	35833
703	14038	35813
704	14060	35800
705	14083	35787
706	14108	35779
707	14129	35761
708	14148	35740
709	14166	35716
710	14185	35694
711	14204	35671
712	14223	35648
713	14242	35625
714	14262	35607
715	14281	35583
716	14303	35568
717	14323	35548
718	14342	35527
719	14360	35501
720	14376	35471
721	14393	35446
722	14412	35423
723	14429	35395
724	14444	35363
725	14461	35337
726	14477	35307
727	14494	35280
728	14514	35261
729	14536	35245
730	14554	35222
731	14572	35196
732	14582	35153
733	14598	35124
734	14614	35095
735	14632	35069
736	14652	35049
737	14669	35024
738	14687	34999
739	14705	34974
740	14724	34953
741	14743	34931
742	14761	34907
743	14778	34880
744	14796	34855
745	14813	34830
746	14818	34774
747	14837	34753
748	14856	34731
749	14884	34729
750	14908	34720
751	14930	34705
752	14954	34695
753	14978	34684
754	15004	34680
755	15029	34670
756	15052	34657
757	15074	34644
758	15101	34639
759	15125	34629
760	15144	34607
761	15162	34584
762	15184	34568
763	15202	34544
764	15221	34522
765	15242	34503
766	15260	34480
767	15278	34455
768	15294	34426
769	15311	34402
770	15330	34380
771	15348	34354
772	15366	34331
773	15383	34305
774	15404	34288
775	15420	34258
776	15435	34228
777	15451	34199
778	15468	34173
779	15486	34148
780	15507	34131
781	15523	34104
782	15539	34076
783	15558	34054
784	15575	34027
785	15591	34000
786	15611	33979
787	15627	33953
788	15643	33924
789	15662	33901
790	15679	33877
791	15698	33855
792	15716	33832
793	15732	33802
794	15749	33777
795	15766	33752
796	15783	33726
797	15804	33707
798	15828	33698
799	15848	33677
800	15865	33652
801	15880	33623
802	15898	33597
803	15916	33575
804	15936	33556
805	15955	33534
806	15972	33509
807	15990	33485
808	16007	33460
809	16034	33454
810	16059	33445
811	16081	33430
812	16104	33417
813	16129	33407
814	16151	33393
815	16173	33377
816	16194	33360
817	16216	33344
818	16239	33331
819	16263	33320
820	16284	33302
821	16302	33279
822	16321	33257
823	16339	33233
824	16356	33208
825	16375	33187
826	16393	33164
827	16413	33144
828	16431	33121
829	16450	33099
830	16467	33072
831	16485	33049
832	16504	33027
833	16521	33003
834	16535	32972
835	16552	32946
836	16567	32918
837	16584	32891
838	16600	32864
839	16616	32836
840	16631	32808
841	16647	32781
842	16663	32754
843	16681	32730
844	16699	32707
845	16716	32682
846	16735	32660
847	16752	32636
848	16773	32618
849	16791	32595
850	16809	32572
851	16829	32552
852	16847	32530
853	16865	32506
854	16883	32483
855	16901	32460
856	16922	32442
857	16940	32419
858	16958	32395
859	16976	32374
860	16994	32351
861	17001	32307
862	17021	32288
863	17045	32276
864	17083	32290
865	17114	32292
866	17139	32283
867	17163	32270
868	17189	32261
869	17218	32259
870	17242	32248
871	17266	32235
872	17288	32219
873	17309	32203
874	17331	32186
875	17356	32175
876	17383	32169
877	17413	32170
878	17445	32172
879	17481	32181
880	17504	32168
881	17529	32158
882	17554	32146
883	17582	32141
884	17604	32125
885	17626	32110
886	17644	32085
887	17666	32069
888	17691	32060
889	17713	32043
890	17733	32022
891	17755	32007
892	17777	31991
893	17798	31973
894	17819	31955
895	17840	31937
896	17862	31921
897	17880	31898
898	17905	31887
899	17932	31879
900	17959	31873
901	17990	31871
902	18026	31881
903	18059	31883
904	18083	31871
905	18107	31857
906	18132	31846
907	18157	31835
908	18184	31828
909	18209	31815
910	18236	31808
911	18272	31816
912	18295	31802
913	18319	31787
914	18341	31771
915	18364	31757
916	18386	31740
917	18407	31722
918	18427	31701
919	18447	31681
920	18464	31656
921	18483	31633
922	18502	31612
923	18520	31588
924	18537	31564
925	18555	31540
926	18571	31513
927	18589	31489
928	18605	31462
929	18620	31434
930	18638	31410
931	18654	31385
932	18678	31371
933	18706	31363
934	18737	31363
935	18764	31354
936	18783	31333
937	18802	31311
938	18810	31271
939	18826	31244
940	18858	31243
941	18883	31231
942	18909	31222
943	18938	31216
944	18972	31220
945	18999	31211
946	19023	31196
947	19046	31182
948	19072	31170
949	19092	31151
950	19112	31131
951	19134	31113
952	19152	31090
953	19171	31067
954	19191	31048
955	19211	31027
956	19232	31009
957	19251	30987
958	19269	30963
959	19287	30940
960	19310	30925
961	19328	30901
962	19345	30876
963	19362	30850
964	19378	30825
965	19394	30798
966	19412	30774
967	19430	30750
968	19446	30725
969	19463	30700
970	19479	30674
971	19495	30647
972	19510	30618
973	19528	30595
974	19546	30572
975	19564	30549
976	19581	30524
977	19600	30502
978	19619	30480
979	19637	30457
980	19656	30436
981	19674	30413
982	19691	30388
983	19708	30364
984	19724	30338
985	19741	30313
986	19760	30291
987	19780	30272
988	19800	30250
989	19819	30229
990	19843	30216
991	19870	30206
992	19894	30192
993	19920	30182
994	19950	30176
995	19981	30172
996	20005	30158
997	20027	30141
998	20049	30125
999	20073	30110
1000	20095	30093
1001	20116	30074
1002	20137	30055
1003	20155	30033
1004	20178	30016
1005	20201	30000
1006	20223	29983
1007	20242	29962
1008	20262	29942
1009	20282	29921
1010	20303	29902
1011	20319	29877
1012	20339	29856
1013	20358	29835
1014	20379	29816
1015	20397	29793
1016	20415	29770
1017	20433	29747
1018	20451	29723
1019	20472	29704
1020	20490	29682
1021	20507	29658
1022	20526	29635
1023	20549	29620
1024	20568	29599
1025	20587	29577
1026	20604	29552
1027	20625	29533
1028	20644	29512
1029	20662	29488
1030	20679	29464
1031	20698	29443
1032	20716	29419
1033	20734	29396
1034	20751	29373
1035	20770	29350
1036	20787	29326
1037	20807	29306
1038	20828	29288
1039	20856	29279
1040	20883	29268
1041	20910	29258
1042	20938	29249
1043	20960	29232
1044	20981	29214
1045	21004	29197
1046	21026	29179
1047	21050	29164
1048	21072	29147
1049	21092	29128
1050	21112	29107
1051	21132	29087
1052	21150	29065
1053	21171	29045
1054	21193	29028
1055	21215	29011
1056	21237	28992
1057	21258	28974
1058	21278	28953
1059	21296	28931
1060	21313	28906
1061	21331	28884
1062	21348	28859
1063	21363	28833
1064	21381	28809
1065	21398	28785
1066	21415	28761
1067	21432	28737
1068	21448	28712
1069	21463	28684
1070	21485	28667
1071	21504	28645
1072	21524	28626
1073	21543	28603
1074	21559	28579
1075	21578	28557
1076	21595	28533
1077	21611	28508
1078	21629	28485
1079	21647	28462
1080	21664	28438
1081	21682	28415
1082	21699	28391
1083	21717	28369
1084	21734	28344
1085	21752	28322
1086	21769	28298
1087	21788	28277
1088	21810	28259
1089	21831	28240
1090	21851	28220
1091	21870	28199
1092	21892	28181
1093	21919	28170
1094	21943	28156
1095	21967	28140
1096	21992	28126
1097	22015	28110
1098	22035	28091
1099	22057	28072
1100	22079	28056
1101	22109	28048
1102	22134	28034
1103	22157	28018
1104	22176	27996
1105	22196	27975
1106	22216	27956
1107	22234	27933
1108	22251	27910
1109	22269	27886
1110	22288	27865
1111	22306	27842
1112	22326	27823
1113	22345	27802
1114	22362	27778
1115	22378	27752
1116	22394	27727
1117	22411	27703
1118	22428	27679
1119	22446	27656
1120	22464	27634
1121	22480	27609
1122	22496	27585
1123	22512	27560
1124	22531	27537
1125	22549	27516
1126	22567	27493
1127	22584	27469
1128	22601	27445
1129	22618	27422
1130	22634	27397
1131	22652	27375
1132	22671	27354
1133	22690	27332
1134	22708	27310
1135	22725	27286
1136	22742	27262
1137	22760	27240
1138	22781	27221
1139	22801	27201
1140	22821	27181
1141	22840	27160
1142	22860	27140
1143	22876	27116
1144	22894	27093
1145	22920	27080
1146	22944	27065
1147	22966	27047
1148	22992	27034
1149	23021	27024
1150	23043	27007
1151	23065	26989
1152	23091	26977
1153	23113	26958
1154	23137	26943
1155	23163	26930
1156	23183	26911
1157	23202	26889
1158	23220	26866
1159	23239	26845
1160	23257	26823
1161	23274	26800
1162	23293	26779
1163	23312	26757
1164	23331	26735
1165	23349	26714
1166	23371	26695
1167	23394	26679
1168	23416	26661
1169	23435	26640
1170	23452	26617
1171	23467	26591
1172	23487	26571
1173	23509	26553
1174	23528	26531
1175	23547	26511
1176	23568	26491
1177	23587	26470
1178	23607	26450
1179	23629	26432
1180	23649	26412
1181	23667	26390
1182	23686	26368
1183	23705	26347
1184	23725	26327
1185	23744	26307
1186	23761	26283
1187	23778	26260
1188	23799	26241
1189	23822	26224
1190	23859	26223
1191	23893	26218
1192	23939	26226
1193	23972	26220
1194	23999	26208
1195	24026	26196
1196	24054	26184
1197	24086	26176
1198	24110	26161
1199	24133	26145
1200	24157	26128
1201	24181	26112
1202	24202	26093
1203	24222	26073
1204	24240	26051
1205	24259	26029
1206	24279	26009
1207	24299	25989
1208	24317	25966
1209	24336	25945
1210	24353	25922
1211	24372	25900
1212	24388	25875
1213	24408	25856
1214	24425	25832
1215	24441	25808
1216	24459	25786
1217	24477	25763
1218	24494	25740
1219	24512	25718
1220	24529	25695
1221	24547	25672
1222	24563	25648
1223	24581	25625
1224	24598	25602
1225	24615	25579
1226	24633	25557
1227	24654	25538
1228	24677	25520
1229	24695	25498
1230	24719	25482
1231	24736	25459
1232	24752	25435
1233	24771	25413
1234	24792	25395
1235	24811	25373
1236	24836	25358
1237	24861	25343
1238	24884	25326
1239	24910	25311
1240	24932	25294
1241	24956	25278
1242	24979	25261
1243	25003	25244
1244	25026	25227
1245	25046	25207
1246	25067	25187
1247	25085	25165
1248	25105	25145
1249	25126	25126
1250	25146	25106
1251	25165	25085
1252	25184	25063
1253	25203	25042
1254	25220	25019
1255	25240	24999
1256	25257	24976
1257	25274	24952
1258	25289	24928
1259	25306	24904
1260	25322	24880
1261	25339	24857
1262	25359	24836
1263	25376	24814
1264	25393	24790
1265	25408	24766
1266	25425	24743
1267	25442	24719
1268	25459	24696
1269	25476	24674
1270	25494	24652
1271	25510	24628
1272	25527	24605
1273	25544	24581
1274	25561	24559
1275	25582	24539
1276	25601	24519
1277	25622	24499
1278	25639	24476
1279	25654	24452
1280	25671	24429
1281	25689	24407
1282	25708	24385
1283	25727	24365
1284	25747	24344
1285	25764	24322
1286	25783	24300
1287	25804	24281
1288	25824	24261
1289	25845	24243
1290	25870	24226
1291	25896	24212
1292	25921	24197
1293	25946	24182
1294	25970	24165
1295	25992	24147
1296	26015	24129
1297	26039	24113
1298	26063	24097
1299	26084	24077
1300	26106	24059
1301	26125	24038
1302	26145	24018
1303	26163	23996
1304	26180	23973
1305	26197	23951
1306	26216	23929
1307	26235	23908
1308	26254	23887
1309	26273	23866
1310	26290	23843
1311	26307	23821
1312	26323	23797
1313	26339	23774
1314	26355	23749
1315	26372	23727
1316	26388	23703
1317	26406	23681
1318	26422	23657
1319	26439	23635
1320	26457	23613
1321	26472	23588
1322	26488	23565
1323	26505	23542
1324	26523	23520
1325	26540	23497
1326	26559	23477
1327	26577	23455
1328	26595	23433
1329	26613	23412
1330	26634	23393
1331	26653	23371
1332	26672	23350
1333	26690	23328
1334	26707	23306
1335	26724	23283
1336	26741	23261
1337	26760	23240
1338	26779	23219
1339	26796	23197
1340	26814	23175
1341	26833	23154
1342	26854	23134
1343	26882	23122
1344	26909	23107
1345	26932	23090
1346	26955	23073
1347	26981	23058
1348	27003	23040
1349	27025	23021
1350	27045	23001
1351	27067	22983
1352	27088	22964
1353	27112	22947
1354	27135	22929
1355	27154	22908
1356	27174	22889
1357	27194	22869
1358	27213	22848
1359	27233	22827
1360	27249	22805
1361	27266	22781
1362	27283	22759
1363	27299	22736
1364	27316	22714
1365	27340	22697
1366	27360	22676
1367	27375	22652
1368	27391	22629
1369	27407	22606
1370	27423	22582
1371	27439	22559
1372	27455	22536
1373	27471	22513
1374	27489	22491
1375	27506	22469
1376	27523	22446
1377	27541	22425
1378	27560	22404
1379	27575	22380
1380	27592	22357
1381	27607	22333
1382	27623	22310
1383	27638	22286
1384	27654	22263
1385	27670	22239
1386	27690	22220
1387	27708	22198
1388	27725	22176
1389	27744	22155
1390	27764	22135
1391	27782	22114
1392	27801	22093
1393	27820	22072
1394	27836	22049
1395	27852	22026
1396	27867	22002
1397	27882	21978
1398	27897	21955
1399	27915	21933
1400	27931	21910
1401	27947	21887
1402	27963	21864
1403	27979	21841
1404	27994	21817
1405	28009	21793
1406	28023	21769
1407	28039	21746
1408	28053	21721
1409	28068	21698
1410	28081	21672
1411	28096	21649
1412	28111	21626
1413	28127	21602
1414	28144	21580
1415	28161	21558
1416	28175	21534
1417	28190	21510
1418	28204	21486
1419	28218	21462
1420	28231	21436
1421	28244	21411
1422	28258	21387
1423	28273	21364
1424	28289	21341
1425	28303	21317
1426	28318	21293
1427	28331	21268
1428	28343	21242
1429	28357	21218
1430	28371	21194
1431	28385	21170
1432	28403	21149
1433	28419	21126
1434	28436	21104
1435	28452	21082
1436	28468	21059
1437	28485	21037
1438	28501	21014
1439	28517	20992
1440	28532	20968
1441	28546	20944
1442	28558	20919
1443	28571	20894
1444	28585	20870
1445	28603	20848
1446	28621	20828
1447	28636	20805
1448	28651	20781
1449	28668	20759
1450	28684	20737
1451	28700	20715
1452	28715	20691
1453	28732	20669
1454	28748	20647
1455	28764	20624
1456	28779	20601
1457	28796	20579
1458	28810	20556
1459	28830	20536
1460	28849	20516
1461	28866	20494
1462	28881	20471
1463	28896	20448
1464	28910	20424
1465	28926	20402
1466	28945	20381
1467	28961	20359
1468	28977	20337
1469	28994	20315
1470	29010	20293
1471	29028	20272
1472	29046	20251
1473	29070	20234
1474	29089	20214
1475	29106	20193
1476	29122	20170
1477	29138	20148
1478	29154	20126
1479	29174	20106
1480	29192	20086
1481	29212	20066
1482	29228	20044
1483	29248	20024
1484	29263	20001
1485	29282	19981
1486	29302	19961
1487	29320	19940
1488	29338	19919
1489	29356	19899
1490	29376	19879
1491	29394	19858
1492	29413	19838
1493	29431	19817
1494	29447	19795
1495	29464	19774
1496	29480	19752
1497	29498	19731
1498	29517	19711
1499	29537	19691
1500	29555	19671
1501	29577	19653
1502	29601	19635
1503	29623	19617
1504	29646	19600
1505	29672	19584
1506	29694	19566
1507	29722	19552
1508	29744	19534
1509	29768	19517
1510	29792	19499
1511	29813	19481
1512	29832	19461
1513	29839	19433
1514	29858	19412
1515	29875	19391
1516	29895	19371
1517	29912	19350
1518	29932	19331
1519	29950	19310
1520	29967	19288
1521	29984	19267
1522	30004	19247
1523	30023	19227
1524	30040	19206
1525	30056	19184
1526	30076	19164
1527	30095	19144
1528	30113	19123
1529	30130	19102
1530	30149	19082
1531	30165	19059
1532	30181	19038
1533	30198	19016
1534	30214	18994
1535	30232	18974
1536	30250	18953
1537	30266	18931
1538	30282	18909
1539	30299	18887
1540	30318	18867
1541	30334	18846
1542	30354	18826
1543	30371	18805
1544	30391	18785
1545	30409	18764
1546	30429	18745
1547	30448	18725
1548	30467	18705
1549	30487	18685
1550	30503	18664
1551	30523	18644
1552	30541	18623
1553	30559	18603
1554	30578	18583
1555	30596	18562
1556	30616	18542
1557	30637	18523
1558	30660	18506
1559	30682	18488
1560	30705	18470
1561	30732	18454
1562	30754	18437
1563	30779	18420
1564	30800	18401
1565	30820	18382
1566	30840	18362
1567	30857	18341
1568	30874	18319
1569	30889	18297
1570	30904	18275
1571	30920	18253
1572	30938	18232
1573	30954	18211
1574	30970	18188
1575	30984	18166
1576	30999	18143
1577	31013	18120
1578	31029	18098
1579	31046	18077
1580	31061	18055
1581	31074	18032
1582	31087	18008
1583	31100	17984
1584	31113	17961
1585	31127	17938
1586	31132	17910
1587	31146	17887
1588	31162	17865
1589	31176	17843
1590	31189	17820
1591	31203	17796
1592	31214	17772
1593	31229	17750
1594	31243	17727
1595	31255	17703
1596	31271	17681
1597	31283	17658
1598	31296	17635
1599	31311	17612
1600	31324	17589
1601	31338	17566
1602	31351	17543
1603	31363	17519
1604	31376	17496
1605	31392	17475
1606	31409	17454
1607	31427	17433
1608	31442	17411
1609	31456	17388
1610	31469	17365
1611	31483	17343
1612	31496	17320
1613	31511	17298
1614	31526	17276
1615	31545	17256
1616	31559	17233
1617	31574	17211
1618	31588	17189
1619	31603	17167
1620	31617	17144
1621	31632	17122
1622	31649	17102
1623	31664	17080
1624	31677	17057
1625	31691	17034
1626	31706	17012
1627	31719	16989
1628	31732	16966
1629	31747	16945
1630	31763	16923
1631	31777	16901
1632	31791	16879
1633	31808	16857
1634	31823	16836
1635	31839	16815
1636	31858	16795
1637	31876	16775
1638	31891	16753
1639	31907	16731
1640	31923	16710
1641	31941	16690
1642	31957	16669
1643	31974	16648
1644	31992	16628
1645	32009	16607
1646	32030	16588
1647	32046	16567
1648	32064	16547
1649	32083	16528
1650	32102	16508
1651	32124	16489
1652	32142	16469
1653	32158	16448
1654	32181	16431
1655	32199	16410
1656	32219	16391
1657	32236	16371
1658	32253	16350
1659	32272	16330
1660	32290	16310
1661	32308	16290
1662	32327	16270
1663	32351	16253
1664	32375	16236
1665	32397	16217
1666	32420	16200
