iter	Passed	Remaining
1667	32443	16182
1668	32465	16164
1669	32488	16146
1670	32508	16127
1671	32533	16111
1672	32554	16092
1673	32578	16075
1674	32601	16057
1675	32621	16038
1676	32640	16018
1677	32660	15999
1678	32682	15980
1679	32704	15962
1680	32724	15943
1681	32745	15925
1682	32761	15903
1683	32779	15883
1684	32798	15863
1685	32813	15842
1686	32829	15821
1687	32844	15799
1688	32857	15777
1689	32871	15754
1690	32887	15733
1691	32903	15712
1692	32919	15691
1693	32935	15670
1694	32951	15649
1695	32964	15626
1696	32977	15604
1697	32990	15581
1698	33004	15560
1699	33019	15538
1700	33037	15518
1701	33052	15496
1702	33066	15474
1703	33084	15454
1704	33097	15432
1705	33111	15410
1706	33125	15388
1707	33137	15365
1708	33150	15343
1709	33166	15322
1710	33181	15300
1711	33194	15278
1712	33206	15255
1713	33217	15232
1714	33229	15209
1715	33241	15187
1716	33253	15164
1717	33266	15142
1718	33280	15120
1719	33292	15097
1720	33303	15074
1721	33317	15052
1722	33330	15030
1723	33342	15008
1724	33353	14984
1725	33365	14962
1726	33379	14940
1727	33394	14919
1728	33405	14896
1729	33418	14874
1730	33432	14852
1731	33444	14829
1732	33456	14807
1733	33467	14784
1734	33479	14761
1735	33495	14741
1736	33508	14719
1737	33520	14696
1738	33532	14673
1739	33544	14651
1740	33557	14629
1741	33571	14607
1742	33581	14584
1743	33593	14562
1744	33609	14541
1745	33622	14519
1746	33634	14497
1747	33647	14475
1748	33660	14453
1749	33673	14431
1750	33685	14408
1751	33696	14386
1752	33710	14364
1753	33725	14343
1754	33739	14322
1755	33753	14301
1756	33765	14278
1757	33778	14256
1758	33792	14235
1759	33804	14213
1760	33819	14192
1761	33834	14171
1762	33847	14149
1763	33861	14128
1764	33875	14106
1765	33889	14085
1766	33902	14063
1767	33915	14041
1768	33930	14020
1769	33942	13998
1770	33955	13977
1771	33970	13956
1772	33984	13934
1773	33997	13913
1774	34011	13891
1775	34024	13870
1776	34041	13850
1777	34057	13829
1778	34072	13809
1779	34088	13788
1780	34104	13768
1781	34119	13747
1782	34132	13725
1783	34146	13704
1784	34158	13682
1785	34171	13661
1786	34186	13640
1787	34200	13619
1788	34215	13598
1789	34228	13576
1790	34241	13555
1791	34257	13534
1792	34270	13513
1793	34284	13492
1794	34299	13471
1795	34313	13450
1796	34326	13428
1797	34339	13407
1798	34354	13386
1799	34368	13365
1800	34383	13344
1801	34398	13324
1802	34412	13303
1803	34427	13282
1804	34442	13261
1805	34456	13240
1806	34471	13219
1807	34485	13198
1808	34498	13177
1809	34513	13157
1810	34526	13135
1811	34540	13114
1812	34553	13093
1813	34567	13072
1814	34582	13051
1815	34597	13031
1816	34612	13010
1817	34626	12989
1818	34640	12968
1819	34658	12949
1820	34673	12928
1821	34687	12907
1822	34702	12887
1823	34716	12866
1824	34731	12846
1825	34746	12825
1826	34761	12805
1827	34779	12785
1828	34793	12764
1829	34808	12744
1830	34821	12722
1831	34834	12701
1832	34846	12680
1833	34859	12658
1834	34874	12638
1835	34887	12617
1836	34900	12595
1837	34915	12575
1838	34927	12554
1839	34940	12533
1840	34955	12512
1841	34969	12491
1842	34984	12471
1843	34996	12450
1844	35008	12428
1845	35021	12407
1846	35032	12385
1847	35043	12363
1848	35055	12342
1849	35068	12321
1850	35079	12299
1851	35092	12278
1852	35107	12258
1853	35119	12237
1854	35133	12216
1855	35145	12194
1856	35156	12173
1857	35171	12152
1858	35182	12131
1859	35193	12109
1860	35204	12087
1861	35216	12066
1862	35227	12045
1863	35240	12024
1864	35254	12003
1865	35269	11983
1866	35283	11962
1867	35295	11941
1868	35308	11920
1869	35320	11899
1870	35333	11878
1871	35348	11858
1872	35359	11836
1873	35372	11815
1874	35385	11795
1875	35398	11774
1876	35408	11752
1877	35420	11731
1878	35434	11710
1879	35446	11689
1880	35457	11668
1881	35470	11647
1882	35483	11626
1883	35497	11606
1884	35509	11585
1885	35520	11563
1886	35533	11543
1887	35550	11523
1888	35564	11503
1889	35578	11483
1890	35592	11462
1891	35606	11442
1892	35618	11421
1893	35631	11400
1894	35644	11379
1895	35656	11358
1896	35668	11337
1897	35682	11317
1898	35695	11296
1899	35709	11276
1900	35722	11256
1901	35736	11235
1902	35748	11215
1903	35761	11194
1904	35771	11172
1905	35784	11152
1906	35797	11131
1907	35809	11110
1908	35823	11090
1909	35835	11069
1910	35847	11048
1911	35860	11028
1912	35872	11007
1913	35885	10986
1914	35899	10966
1915	35913	10946
1916	35926	10926
1917	35940	10905
1918	35956	10886
1919	35969	10865
1920	35981	10845
1921	35993	10824
1922	36006	10803
1923	36019	10783
1924	36030	10762
1925	36042	10741
1926	36057	10721
1927	36069	10701
1928	36081	10680
1929	36093	10659
1930	36105	10639
1931	36118	10618
1932	36128	10597
1933	36140	10576
1934	36151	10555
1935	36162	10534
1936	36175	10514
1937	36189	10494
1938	36202	10474
1939	36216	10454
1940	36228	10433
1941	36240	10413
1942	36252	10392
1943	36264	10371
1944	36275	10351
1945	36289	10331
1946	36301	10310
1947	36312	10289
1948	36323	10268
1949	36334	10248
1950	36346	10227
1951	36357	10207
1952	36370	10186
1953	36383	10166
1954	36394	10145
1955	36407	10125
1956	36421	10105
1957	36435	10085
1958	36448	10065
1959	36459	10044
1960	36471	10024
1961	36483	10004
1962	36494	9983
1963	36504	9962
1964	36520	9943
1965	36532	9922
1966	36544	9902
1967	36555	9881
1968	36568	9861
1969	36581	9841
1970	36593	9821
1971	36604	9800
1972	36618	9781
1973	36632	9761
1974	36646	9741
1975	36657	9721
1976	36670	9700
1977	36685	9681
1978	36698	9661
1979	36710	9641
1980	36720	9620
1981	36733	9600
1982	36746	9580
1983	36758	9560
1984	36771	9540
1985	36783	9519
1986	36794	9499
1987	36807	9479
1988	36818	9459
1989	36832	9439
1990	36846	9419
1991	36856	9399
1992	36868	9378
1993	36880	9358
1994	36893	9338
1995	36904	9318
1996	36918	9299
1997	36930	9278
1998	36943	9259
1999	36959	9239
2000	36969	9219
2001	36981	9199
2002	36996	9179
2003	37010	9160
2004	37021	9140
2005	37032	9119
2006	37045	9099
2007	37057	9079
2008	37069	9059
2009	37081	9039
2010	37094	9019
2011	37109	9000
2012	37123	8981
2013	37137	8961
2014	37147	8941
2015	37159	8921
2016	37172	8901
2017	37182	8880
2018	37192	8860
2019	37204	8840
2020	37218	8821
2021	37229	8801
2022	37241	8781
2023	37255	8761
2024	37265	8741
2025	37277	8721
2026	37290	8701
2027	37303	8682
2028	37314	8661
2029	37325	8641
2030	37339	8622
2031	37352	8602
2032	37365	8583
2033	37376	8563
2034	37390	8543
2035	37402	8523
2036	37413	8503
2037	37427	8484
2038	37441	8465
2039	37455	8445
2040	37470	8426
2041	37480	8406
2042	37492	8386
2043	37505	8367
2044	37519	8347
2045	37531	8328
2046	37542	8308
2047	37554	8288
2048	37565	8268
2049	37577	8248
2050	37589	8229
2051	37601	8209
2052	37614	8189
2053	37625	8169
2054	37639	8150
2055	37654	8131
2056	37666	8111
2057	37679	8092
2058	37693	8073
2059	37707	8054
2060	37720	8034
2061	37736	8015
2062	37749	7996
2063	37762	7976
2064	37773	7957
2065	37785	7937
2066	37799	7918
2067	37813	7899
2068	37824	7879
2069	37836	7859
2070	37848	7840
2071	37859	7820
2072	37874	7801
2073	37886	7781
2074	37899	7762
2075	37911	7742
2076	37921	7722
2077	37938	7704
2078	37952	7685
2079	37965	7666
2080	37977	7646
2081	37988	7626
2082	38000	7607
2083	38012	7587
2084	38026	7568
2085	38038	7549
2086	38052	7530
2087	38067	7511
2088	38078	7491
2089	38090	7472
2090	38101	7452
2091	38115	7433
2092	38129	7414
2093	38141	7395
2094	38153	7375
2095	38166	7356
2096	38178	7337
2097	38189	7317
2098	38202	7298
2099	38213	7278
2100	38227	7259
2101	38238	7240
2102	38249	7220
2103	38263	7201
2104	38276	7182
2105	38287	7162
2106	38299	7143
2107	38312	7124
2108	38324	7105
2109	38335	7085
2110	38348	7066
2111	38364	7047
2112	38379	7029
2113	38393	7010
2114	38406	6991
2115	38418	6971
2116	38429	6952
2117	38442	6933
2118	38455	6914
2119	38466	6895
2120	38478	6875
2121	38491	6856
2122	38503	6837
2123	38515	6818
2124	38529	6799
2125	38541	6780
2126	38552	6760
2127	38563	6741
2128	38577	6722
2129	38589	6703
2130	38601	6684
2131	38612	6664
2132	38626	6645
2133	38641	6627
2134	38654	6608
2135	38668	6589
2136	38681	6570
2137	38695	6551
2138	38707	6532
2139	38721	6513
2140	38733	6494
2141	38744	6475
2142	38756	6456
2143	38768	6437
2144	38781	6418
2145	38792	6399
2146	38805	6380
2147	38817	6361
2148	38828	6341
2149	38839	6322
2150	38852	6303
2151	38864	6284
2152	38875	6265
2153	38890	6246
2154	38902	6228
2155	38914	6209
2156	38927	6190
2157	38939	6171
2158	38951	6152
2159	38963	6133
2160	38978	6114
2161	38992	6095
2162	39004	6076
2163	39017	6058
2164	39029	6039
2165	39041	6020
2166	39053	6001
2167	39066	5982
2168	39077	5963
2169	39087	5944
2170	39099	5925
2171	39112	5906
2172	39123	5887
2173	39135	5868
2174	39148	5849
2175	39159	5830
2176	39170	5811
2177	39182	5792
2178	39194	5773
2179	39204	5754
2180	39218	5736
2181	39231	5717
2182	39242	5698
2183	39254	5679
2184	39265	5660
2185	39277	5641
2186	39289	5623
2187	39301	5604
2188	39314	5585
2189	39327	5566
2190	39338	5547
2191	39349	5529
2192	39360	5510
2193	39370	5491
2194	39382	5472
2195	39395	5453
2196	39406	5434
2197	39417	5415
2198	39429	5397
2199	39443	5378
2200	39455	5359
2201	39466	5340
2202	39478	5322
2203	39491	5303
2204	39504	5285
2205	39514	5266
2206	39527	5247
2207	39539	5228
2208	39551	5210
2209	39564	5191
2210	39577	5173
2211	39590	5154
2212	39603	5136
2213	39615	5117
2214	39626	5098
2215	39640	5080
2216	39654	5061
2217	39669	5043
2218	39683	5025
2219	39695	5006
2220	39709	4988
2221	39720	4969
2222	39730	4950
2223	39741	4931
2224	39753	4913
2225	39765	4894
2226	39778	4876
2227	39791	4857
2228	39806	4839
2229	39820	4821
2230	39833	4802
2231	39845	4784
2232	39859	4765
2233	39876	4748
2234	39890	4729
2235	39904	4711
2236	39924	4693
2237	39935	4675
2238	39948	4656
2239	39959	4638
2240	39971	4619
2241	39984	4601
2242	39995	4582
2243	40007	4564
2244	40019	4545
2245	40030	4527
2246	40041	4508
2247	40052	4489
2248	40064	4471
2249	40074	4452
2250	40086	4434
2251	40098	4415
2252	40110	4397
2253	40121	4378
2254	40133	4360
2255	40145	4341
2256	40156	4323
2257	40170	4305
2258	40183	4287
2259	40195	4268
2260	40206	4250
2261	40220	4231
2262	40235	4213
2263	40247	4195
2264	40258	4176
2265	40270	4158
2266	40283	4140
2267	40294	4121
2268	40306	4103
2269	40317	4085
2270	40329	4066
2271	40341	4048
2272	40352	4029
2273	40366	4011
2274	40381	3993
2275	40393	3975
2276	40404	3957
2277	40416	3938
2278	40430	3920
2279	40442	3902
2280	40452	3883
2281	40464	3865
2282	40476	3847
2283	40489	3829
2284	40501	3810
2285	40514	3792
2286	40526	3774
2287	40541	3756
2288	40551	3738
2289	40565	3720
2290	40579	3701
2291	40589	3683
2292	40601	3665
2293	40615	3647
2294	40630	3629
2295	40642	3611
2296	40653	3592
2297	40666	3574
2298	40681	3556
2299	40693	3538
2300	40706	3520
2301	40716	3502
2302	40728	3483
2303	40742	3465
2304	40756	3447
2305	40769	3429
2306	40780	3411
2307	40793	3393
2308	40805	3375
2309	40815	3357
2310	40827	3338
2311	40841	3321
2312	40856	3303
2313	40867	3284
2314	40879	3266
2315	40893	3248
2316	40905	3230
2317	40916	3212
2318	40928	3194
2319	40943	3176
2320	40957	3158
2321	40973	3140
2322	40985	3122
2323	40995	3104
2324	41008	3086
2325	41021	3068
2326	41033	3050
2327	41043	3032
2328	41056	3014
2329	41072	2996
2330	41086	2978
2331	41099	2960
2332	41111	2942
2333	41125	2924
2334	41141	2907
2335	41156	2889
2336	41170	2871
2337	41182	2853
2338	41195	2835
2339	41209	2817
2340	41223	2799
2341	41237	2782
2342	41250	2764
2343	41262	2746
2344	41274	2728
2345	41287	2710
2346	41299	2692
2347	41310	2674
2348	41321	2656
2349	41334	2638
2350	41345	2620
2351	41355	2602
2352	41368	2584
2353	41380	2566
2354	41391	2548
2355	41405	2530
2356	41420	2512
2357	41434	2495
2358	41448	2477
2359	41461	2459
2360	41472	2441
2361	41485	2423
2362	41498	2405
2363	41511	2388
2364	41523	2370
2365	41534	2352
2366	41546	2334
2367	41557	2316
2368	41568	2298
2369	41580	2280
2370	41591	2262
2371	41603	2245
2372	41617	2227
2373	41632	2209
2374	41645	2191
2375	41660	2174
2376	41670	2156
2377	41682	2138
2378	41694	2120
2379	41705	2102
2380	41716	2084
2381	41730	2067
2382	41742	2049
2383	41754	2031
2384	41767	2013
2385	41780	1996
2386	41796	1978
2387	41809	1960
2388	41820	1943
2389	41831	1925
2390	41843	1907
2391	41855	1889
2392	41866	1872
2393	41880	1854
2394	41894	1836
2395	41905	1818
2396	41916	1801
2397	41928	1783
2398	41940	1765
2399	41952	1748
2400	41963	1730
2401	41975	1712
2402	41989	1694
2403	42001	1677
2404	42012	1659
2405	42024	1641
2406	42035	1624
2407	42049	1606
2408	42063	1588
2409	42078	1571
2410	42090	1553
2411	42101	1536
2412	42112	1518
2413	42127	1500
2414	42139	1483
2415	42151	1465
2416	42162	1447
2417	42174	1430
2418	42187	1412
2419	42199	1395
2420	42209	1377
2421	42221	1359
2422	42232	1342
2423	42245	1324
2424	42258	1306
2425	42270	1289
2426	42283	1271
2427	42295	1254
2428	42306	1236
2429	42318	1219
2430	42331	1201
2431	42343	1183
2432	42356	1166
2433	42370	1148
2434	42384	1131
2435	42395	1113
2436	42407	1096
2437	42420	1078
2438	42432	1061
2439	42443	1043
2440	42455	1026
2441	42468	1008
2442	42479	991
2443	42490	973
2444	42504	956
2445	42517	938
2446	42529	921
2447	42541	903
2448	42554	886
2449	42566	868
2450	42579	851
2451	42590	833
2452	42605	816
2453	42619	798
2454	42630	781
2455	42641	763
2456	42652	746
2457	42668	729
2458	42682	711
2459	42696	694
2460	42710	676
2461	42722	659
2462	42733	641
2463	42747	624
2464	42758	607
2465	42768	589
2466	42781	572
2467	42793	554
2468	42805	537
2469	42819	520
2470	42831	502
2471	42844	485
2472	42856	467
2473	42866	450
2474	42878	433
2475	42888	415
2476	42900	398
2477	42914	380
2478	42926	363
2479	42940	346
2480	42951	328
2481	42963	311
2482	42978	294
2483	42990	276
2484	43002	259
2485	43012	242
2486	43025	224
2487	43035	207
2488	43048	190
2489	43062	172
2490	43074	155
2491	43086	138
2492	43097	121
2493	43109	103
2494	43122	86
2495	43133	69
2496	43144	51
2497	43157	34
2498	43170	17
2499	43181	0
